Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Cluster_Label,prob_alive,predicted_purchases_12m,avg_order_value,clv_12m,clv_tier
15193,61,1,499.32,3,1,3,313,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,499.32,204.54,Bronze
15194,3,15,7616.53,5,5,5,555,Champions,2,🏆 High Value Active,1.0,12.67,507.77,42176.22,Platinum
15195,3,1,3861.0,5,1,5,515,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,3861.0,1581.57,Silver
15197,11,3,1079.61,5,3,4,534,Loyal Customers,1,🟢 Promising Mid-Tier,0.9996,2.16,359.87,5184.66,Gold
15198,92,2,193.64,2,3,1,231,Need Attention,0,❄️  Inactive / Lost,0.9981,1.28,96.82,919.41,Silver
15199,59,4,1268.7,3,4,4,344,Loyal Customers,3,🟢 Promising Mid-Tier,0.9996,3.04,317.18,6390.27,Gold
15201,87,5,1236.54,2,4,4,244,At Risk,3,🟢 Promising Mid-Tier,0.9995,3.91,247.31,6413.35,Gold
15203,26,6,1827.8,4,5,4,454,Champions,3,🟢 Promising Mid-Tier,0.9998,4.79,304.63,9627.42,Gold
15204,357,1,316.58,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,316.58,129.68,Bronze
15205,85,2,653.24,2,3,3,233,At Risk,0,❄️  Inactive / Lost,0.9982,1.28,326.62,2857.75,Silver
15206,10,4,420.3,5,4,2,542,Need Attention,1,🟢 Promising Mid-Tier,0.9997,3.04,105.08,2171.36,Silver
15208,1,5,870.12,5,4,3,543,Loyal Customers,2,🏆 High Value Active,0.9998,3.91,174.02,4537.42,Gold
15210,225,1,331.18,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,331.18,135.66,Bronze
15211,60,2,894.41,3,3,3,333,Loyal Customers,3,🟢 Promising Mid-Tier,0.9983,1.28,447.2,3875.57,Gold
15212,241,1,101.8,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,101.8,41.7,Bronze
15213,319,2,328.35,1,3,2,132,Need Attention,0,❄️  Inactive / Lost,0.989,1.27,164.18,1473.89,Silver
15214,2,8,1661.44,5,5,4,554,Champions,2,🏆 High Value Active,0.9999,6.54,207.68,8965.91,Gold
15215,47,3,734.94,3,3,3,333,Loyal Customers,3,🟢 Promising Mid-Tier,0.9995,2.16,244.98,3556.61,Gold
15216,88,1,96.6,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,96.6,39.57,Bronze
15218,11,11,5756.89,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,9.17,523.35,31474.58,Platinum
15219,176,1,305.75,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,305.75,125.24,Bronze
15220,52,6,1778.96,3,5,4,354,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,4.79,296.49,9371.42,Gold
15221,366,1,403.25,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,403.25,165.18,Bronze
15222,319,1,585.0,1,1,3,113,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,585.0,239.63,Bronze
15223,226,2,755.75,1,3,3,133,At Risk,0,❄️  Inactive / Lost,0.9958,1.28,377.88,3282.45,Gold
15224,358,2,322.08,1,3,2,132,Need Attention,0,❄️  Inactive / Lost,0.977,1.26,161.04,1430.1,Silver
15225,234,1,409.4,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,409.4,167.7,Bronze
15226,311,1,154.41,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,154.41,63.25,Bronze
15227,37,5,1219.4,3,4,4,344,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,3.91,243.88,6326.94,Gold
15228,66,4,3386.71,3,4,5,345,Loyal Customers,3,🟢 Promising Mid-Tier,0.9996,3.04,846.68,16923.0,Platinum
15230,239,2,429.6,1,3,2,132,Need Attention,0,❄️  Inactive / Lost,0.9954,1.28,214.8,1909.28,Silver
15232,113,2,612.06,2,3,3,233,At Risk,0,❄️  Inactive / Lost,0.9979,1.28,306.03,2683.39,Silver
15234,277,1,197.0,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,197.0,80.7,Bronze
15235,218,12,2247.51,1,5,5,155,At Risk,3,🟢 Promising Mid-Tier,0.789,7.93,187.29,9771.5,Gold
15236,299,1,321.05,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,321.05,131.51,Bronze
15237,2,4,1412.32,5,4,4,544,Champions,2,🏆 High Value Active,0.9998,3.04,353.08,7105.65,Gold
15238,29,3,1071.99,4,3,4,434,Loyal Customers,3,🟢 Promising Mid-Tier,0.9995,2.16,357.33,5148.42,Gold
15239,10,2,780.59,5,3,3,533,Loyal Customers,1,🟢 Promising Mid-Tier,0.9986,1.28,390.3,3396.45,Gold
15240,45,5,1706.57,3,4,4,344,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,3.91,341.31,8823.23,Gold
15241,67,8,1756.44,3,5,4,354,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,6.54,219.56,9472.08,Gold
15243,74,1,316.68,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,316.68,129.72,Bronze
15244,65,2,631.57,3,3,3,333,Loyal Customers,3,🟢 Promising Mid-Tier,0.9983,1.28,315.79,2766.78,Silver
15245,134,3,2515.84,2,3,5,235,At Risk,3,🟢 Promising Mid-Tier,0.999,2.16,838.61,11959.75,Platinum
15246,238,2,514.15,1,3,3,133,At Risk,0,❄️  Inactive / Lost,0.9954,1.28,257.08,2264.96,Silver
15247,122,1,356.0,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,356.0,145.83,Bronze
15249,32,13,6688.46,4,5,5,455,Champions,2,🏆 High Value Active,0.9999,10.92,514.5,36835.82,Platinum
15251,9,11,10484.99,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,9.17,953.18,57264.63,Platinum
15252,36,2,740.78,3,3,3,333,Loyal Customers,1,🟢 Promising Mid-Tier,0.9985,1.28,370.39,3228.03,Gold
15253,16,5,918.2,4,4,3,443,Loyal Customers,3,🟢 Promising Mid-Tier,0.9998,3.91,183.64,4783.69,Gold
15254,127,1,300.36,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,300.36,123.04,Bronze
15255,67,1,890.85,3,1,3,313,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,890.85,364.92,Bronze
15256,149,1,98.45,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,98.45,40.33,Bronze
15257,283,1,317.15,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,317.15,129.91,Bronze
15258,169,2,623.16,2,3,3,233,At Risk,0,❄️  Inactive / Lost,0.9972,1.28,311.58,2728.19,Silver
15260,100,7,1810.77,2,5,4,254,At Risk,3,🟢 Promising Mid-Tier,0.9994,5.66,258.68,9663.17,Gold
15261,135,1,254.82,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,254.82,104.38,Bronze
15262,324,1,178.95,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,178.95,73.3,Bronze
15263,107,1,156.51,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,156.51,64.11,Bronze
15264,64,1,393.74,3,1,2,312,Promising,0,❄️  Inactive / Lost,1.0,0.41,393.74,161.29,Bronze
15265,151,2,1506.12,2,3,4,234,At Risk,3,🟢 Promising Mid-Tier,0.9974,1.28,753.06,6450.04,Gold
15266,338,1,119.3,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,119.3,48.87,Bronze
15267,22,5,1717.36,4,4,4,444,Champions,3,🟢 Promising Mid-Tier,0.9998,3.91,343.47,8879.1,Gold
15269,24,1,408.8,4,1,2,412,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,408.8,167.46,Bronze
15270,16,7,2379.49,4,5,5,455,Champions,2,🏆 High Value Active,0.9999,5.66,339.93,12680.63,Platinum
15271,7,15,2507.07,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,12.67,167.14,13931.13,Platinum
15272,57,2,721.94,3,3,3,333,Loyal Customers,3,🟢 Promising Mid-Tier,0.9984,1.28,360.97,3148.13,Gold
15274,4,2,716.57,5,3,3,533,Loyal Customers,1,🟢 Promising Mid-Tier,0.9987,1.28,358.28,3126.42,Gold
15275,38,1,615.14,3,1,3,313,Need Attention,1,🟢 Promising Mid-Tier,1.0,0.41,615.14,251.98,Bronze
15276,66,1,135.31,3,1,1,311,Promising,0,❄️  Inactive / Lost,1.0,0.41,135.31,55.43,Bronze
15277,47,1,255.9,3,1,2,312,Promising,0,❄️  Inactive / Lost,1.0,0.41,255.9,104.82,Bronze
15279,355,1,290.51,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,290.51,119.0,Bronze
15280,172,1,113.12,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,113.12,46.34,Bronze
15281,59,9,2332.15,3,5,5,355,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,7.42,259.13,12650.1,Platinum
15286,50,1,240.55,3,1,1,311,Promising,0,❄️  Inactive / Lost,1.0,0.41,240.55,98.54,Bronze
15287,22,2,486.69,4,3,3,433,Loyal Customers,1,🟢 Promising Mid-Tier,0.9986,1.28,243.34,2156.25,Silver
15288,43,5,2306.52,3,4,5,345,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,3.91,461.3,11897.7,Platinum
15289,29,3,939.78,4,3,4,434,Loyal Customers,3,🟢 Promising Mid-Tier,0.9995,2.16,313.26,4524.11,Gold
15290,5,18,7943.22,5,5,5,555,Champions,2,🏆 High Value Active,1.0,15.3,441.29,44248.54,Platinum
15291,26,14,4623.3,4,5,5,455,Champions,2,🏆 High Value Active,0.9999,11.8,330.24,25561.8,Platinum
15292,201,1,180.94,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,180.94,74.12,Bronze
15296,51,6,3672.86,3,5,5,355,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,4.79,612.14,19267.05,Platinum
15297,10,3,641.94,5,3,3,533,Loyal Customers,1,🟢 Promising Mid-Tier,0.9996,2.16,213.98,3117.83,Gold
15298,2,12,4799.9,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,10.04,399.99,26364.69,Platinum
15299,67,6,3907.01,3,5,5,355,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,4.79,651.17,20488.99,Platinum
15300,64,1,496.44,3,1,3,313,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,496.44,203.36,Bronze
15301,51,12,5070.35,3,5,5,355,Loyal Customers,2,🏆 High Value Active,0.9998,10.04,422.53,27840.91,Platinum
15303,290,1,574.02,1,1,3,113,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,574.02,235.13,Bronze
15304,61,8,694.4,3,5,3,353,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,6.54,86.8,3789.96,Gold
15306,64,3,1174.35,3,3,4,334,Loyal Customers,3,🟢 Promising Mid-Tier,0.9994,2.16,391.45,5631.07,Gold
15307,96,1,205.3,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,205.3,84.1,Bronze
15308,274,1,310.47,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,310.47,127.18,Bronze
15311,1,91,60767.9,5,5,5,555,Champions,2,🏆 High Value Active,1.0,79.25,667.78,346230.42,Platinum
15312,75,4,924.85,2,4,3,243,At Risk,3,🟢 Promising Mid-Tier,0.9995,3.04,231.21,4679.93,Gold
15313,110,1,52.0,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,52.0,21.3,Bronze
15314,199,1,327.97,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,327.97,134.35,Bronze
15315,64,2,570.5,3,3,3,333,Loyal Customers,0,❄️  Inactive / Lost,0.9983,1.28,285.25,2509.21,Silver
15316,327,1,165.0,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,165.0,67.59,Bronze
15318,4,1,312.62,5,1,2,512,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,312.62,128.06,Bronze
15319,284,1,204.5,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,204.5,83.77,Bronze
15320,44,1,267.13,3,1,2,312,Promising,0,❄️  Inactive / Lost,1.0,0.41,267.13,109.42,Bronze
15321,71,3,2748.31,3,3,5,335,Loyal Customers,3,🟢 Promising Mid-Tier,0.9994,2.16,916.1,13062.19,Platinum
15322,86,1,679.68,2,1,3,213,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,679.68,278.42,Bronze
15325,104,1,162.29,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,162.29,66.48,Bronze
15326,334,1,311.71,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,311.71,127.69,Bronze
15327,53,1,208.75,3,1,1,311,Promising,0,❄️  Inactive / Lost,1.0,0.41,208.75,85.51,Bronze
15329,39,3,1049.7,3,3,4,334,Loyal Customers,3,🟢 Promising Mid-Tier,0.9995,2.16,349.9,5043.0,Gold
15330,32,2,714.96,4,3,3,433,Loyal Customers,1,🟢 Promising Mid-Tier,0.9985,1.28,357.48,3119.17,Gold
15332,366,4,1661.06,1,4,4,144,At Risk,3,🟢 Promising Mid-Tier,0.753,2.29,415.26,6283.73,Gold
15333,208,1,1028.56,1,1,4,114,Can't Lose Them,0,❄️  Inactive / Lost,1.0,0.41,1028.56,421.33,Bronze
15334,157,3,348.72,2,3,2,232,Need Attention,0,❄️  Inactive / Lost,0.9987,2.16,116.24,1731.65,Silver
15335,54,1,173.97,3,1,1,311,Promising,0,❄️  Inactive / Lost,1.0,0.41,173.97,71.26,Bronze
15339,66,2,574.07,3,3,3,333,Loyal Customers,0,❄️  Inactive / Lost,0.9983,1.28,287.04,2524.23,Silver
15341,81,1,2020.52,2,1,4,214,Can't Lose Them,3,🟢 Promising Mid-Tier,1.0,0.41,2020.52,827.66,Silver
15342,130,1,406.09,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,406.09,166.35,Bronze
15343,87,1,364.5,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,364.5,149.31,Bronze
15344,1,3,563.94,5,3,3,533,Loyal Customers,1,🟢 Promising Mid-Tier,0.9996,2.16,187.98,2749.55,Silver
15345,46,1,393.54,3,1,2,312,Promising,1,🟢 Promising Mid-Tier,1.0,0.41,393.54,161.2,Bronze
15346,333,1,252.42,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,252.42,103.4,Bronze
15347,366,1,201.6,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,201.6,82.58,Bronze
15348,72,1,158.04,3,1,1,311,Promising,0,❄️  Inactive / Lost,1.0,0.41,158.04,64.74,Bronze
15349,158,2,473.81,2,3,2,232,Need Attention,0,❄️  Inactive / Lost,0.9973,1.28,236.9,2099.32,Silver
15350,373,1,115.65,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,115.65,47.37,Bronze
15351,12,7,1960.11,5,5,4,554,Champions,2,🏆 High Value Active,0.9999,5.66,280.02,10459.06,Platinum
15353,255,2,777.02,1,3,3,133,At Risk,0,❄️  Inactive / Lost,0.9947,1.28,388.51,3368.11,Gold
15355,29,2,277.05,4,3,2,432,Need Attention,1,🟢 Promising Mid-Tier,0.9985,1.28,138.52,1271.71,Silver
15356,31,10,2766.5,4,5,5,455,Champions,2,🏆 High Value Active,0.9999,8.29,276.65,15086.76,Platinum
15358,5,22,8347.2,5,5,5,555,Champions,2,🏆 High Value Active,1.0,18.8,379.42,46749.97,Platinum
15360,40,1,427.93,3,1,2,312,Promising,1,🟢 Promising Mid-Tier,1.0,0.41,427.93,175.29,Bronze
15361,362,1,418.92,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,418.92,171.6,Bronze
15363,373,1,326.0,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,326.0,133.54,Bronze
15364,96,2,913.19,2,3,3,233,At Risk,3,🟢 Promising Mid-Tier,0.9981,1.28,456.6,3953.67,Gold
15365,26,7,2314.32,4,5,5,455,Champions,3,🟢 Promising Mid-Tier,0.9998,5.66,330.62,12335.1,Platinum
15366,75,2,602.51,2,3,3,233,At Risk,0,❄️  Inactive / Lost,0.9982,1.28,301.26,2644.01,Silver
15367,57,4,1877.59,3,4,4,344,Loyal Customers,3,🟢 Promising Mid-Tier,0.9996,3.04,469.4,9418.45,Gold
15368,21,1,446.94,4,1,2,412,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,446.94,183.08,Bronze
15370,41,7,2386.05,3,5,5,355,Loyal Customers,3,🟢 Promising Mid-Tier,0.9998,5.66,340.86,12714.5,Platinum
15372,137,1,2007.4,2,1,4,214,Can't Lose Them,3,🟢 Promising Mid-Tier,1.0,0.41,2007.4,822.29,Silver
15373,8,12,2415.91,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,10.04,201.33,13306.05,Platinum
15374,129,1,168.0,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,168.0,68.82,Bronze
15376,40,3,1233.36,3,3,4,334,Loyal Customers,3,🟢 Promising Mid-Tier,0.9995,2.16,411.12,5910.22,Gold
15379,169,7,3703.29,2,5,5,255,At Risk,3,🟢 Promising Mid-Tier,0.997,5.65,529.04,19636.46,Platinum
15380,9,5,1690.26,5,4,4,544,Champions,2,🏆 High Value Active,0.9998,3.91,338.05,8740.47,Gold
15381,214,2,596.85,1,3,3,133,At Risk,0,❄️  Inactive / Lost,0.9962,1.28,298.42,2614.8,Silver
15382,15,6,5955.71,4,5,5,455,Champions,2,🏆 High Value Active,0.9998,4.79,992.62,31198.19,Platinum
15384,170,2,642.41,2,3,3,233,At Risk,0,❄️  Inactive / Lost,0.9971,1.28,321.2,2809.24,Silver
15385,40,1,316.88,3,1,2,312,Promising,1,🟢 Promising Mid-Tier,1.0,0.41,316.88,129.8,Bronze
15386,186,1,394.14,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,394.14,161.45,Bronze
15388,270,1,140.54,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,140.54,57.57,Bronze
15389,172,1,500.0,2,1,3,213,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,500.0,204.81,Bronze
15392,5,4,1535.53,5,4,4,544,Champions,2,🏆 High Value Active,0.9998,3.04,383.88,7718.45,Gold
15393,16,2,231.86,4,3,1,431,Need Attention,1,🟢 Promising Mid-Tier,0.9986,1.28,115.93,1081.13,Silver
15394,10,4,2183.54,5,4,5,545,Champions,3,🟢 Promising Mid-Tier,0.9997,3.04,545.88,10941.48,Platinum
15395,326,1,107.45,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,107.45,44.01,Bronze
15396,113,1,288.18,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,288.18,118.05,Bronze
15397,290,1,94.0,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,94.0,38.51,Bronze
15398,16,2,1345.53,4,3,4,434,Loyal Customers,1,🟢 Promising Mid-Tier,0.9986,1.28,672.76,5779.96,Gold
15399,1,3,815.77,5,3,3,533,Loyal Customers,1,🟢 Promising Mid-Tier,0.9996,2.16,271.92,3938.81,Gold
15400,92,5,716.2,2,4,3,243,At Risk,3,🟢 Promising Mid-Tier,0.9995,3.91,143.24,3747.32,Gold
15402,149,2,626.35,2,3,3,233,At Risk,0,❄️  Inactive / Lost,0.9975,1.28,313.18,2742.47,Silver
15405,189,1,349.1,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,349.1,143.0,Bronze
15406,31,2,510.71,4,3,3,433,Loyal Customers,1,🟢 Promising Mid-Tier,0.9985,1.28,255.36,2257.48,Silver
15407,34,4,1056.44,3,4,4,344,Loyal Customers,3,🟢 Promising Mid-Tier,0.9997,3.04,264.11,5335.11,Gold
15408,264,1,267.18,1,1,2,112,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,267.18,109.44,Bronze
15410,84,8,3450.84,2,5,5,255,At Risk,3,🟢 Promising Mid-Tier,0.9995,6.54,431.36,18534.94,Platinum
15411,26,4,1358.88,4,4,4,444,Champions,3,🟢 Promising Mid-Tier,0.9997,3.04,339.72,6839.47,Gold
15412,171,1,190.53,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,190.53,78.05,Bronze
15414,10,3,774.9,5,3,3,533,Loyal Customers,1,🟢 Promising Mid-Tier,0.9996,2.16,258.3,3745.72,Gold
15415,313,1,572.81,1,1,3,113,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,572.81,234.64,Bronze
15416,65,4,3984.32,3,4,5,345,Loyal Customers,3,🟢 Promising Mid-Tier,0.9996,3.04,996.08,19895.01,Platinum
15417,85,1,508.8,2,1,3,213,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,508.8,208.42,Bronze
15419,25,1,135.86,4,1,1,411,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,135.86,55.65,Bronze
15421,59,4,950.36,3,4,4,344,Loyal Customers,3,🟢 Promising Mid-Tier,0.9996,3.04,237.59,4807.12,Gold
15422,323,2,97.7,1,3,1,131,Need Attention,0,❄️  Inactive / Lost,0.9883,1.27,48.85,509.75,Silver
15423,38,1,43.5,3,1,1,311,Promising,0,❄️  Inactive / Lost,1.0,0.41,43.5,17.82,Bronze
15424,254,2,383.34,1,3,2,132,Need Attention,0,❄️  Inactive / Lost,0.9948,1.28,191.67,1713.64,Silver
15426,19,5,1447.39,4,4,4,444,Champions,3,🟢 Promising Mid-Tier,0.9998,3.91,289.48,7495.63,Gold
15427,33,3,1483.14,4,3,4,434,Loyal Customers,3,🟢 Promising Mid-Tier,0.9995,2.16,494.38,7089.84,Gold
15428,15,1,93.78,4,1,1,411,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,93.78,38.41,Bronze
15429,27,2,397.35,4,3,2,432,Need Attention,1,🟢 Promising Mid-Tier,0.9985,1.28,198.68,1779.27,Silver
15432,23,1,171.19,4,1,1,411,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,171.19,70.12,Bronze
15433,214,2,533.3,1,3,3,133,At Risk,0,❄️  Inactive / Lost,0.9962,1.28,266.65,2347.31,Silver
15434,8,5,1041.48,5,4,4,544,Champions,1,🟢 Promising Mid-Tier,0.9998,3.91,208.3,5415.56,Gold
15435,22,1,149.29,4,1,1,411,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,149.29,61.15,Bronze
15436,12,3,1122.53,5,3,4,534,Loyal Customers,1,🟢 Promising Mid-Tier,0.9996,2.16,374.18,5387.33,Gold
15437,262,1,200.16,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,200.16,81.99,Bronze
15438,131,1,156.58,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,156.58,64.14,Bronze
15440,55,3,383.68,3,3,2,332,Potential Loyalists,1,🟢 Promising Mid-Tier,0.9994,2.16,127.89,1897.96,Silver
15442,249,1,594.0,1,1,3,113,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,594.0,243.32,Bronze
15443,2,7,3236.91,5,5,5,555,Champions,2,🏆 High Value Active,0.9999,5.66,462.42,17223.26,Platinum
15444,9,2,1418.26,5,3,4,534,Loyal Customers,1,🟢 Promising Mid-Tier,0.9986,1.28,709.13,6087.04,Gold
15445,264,1,113.5,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,113.5,46.49,Bronze
15447,331,1,155.17,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,155.17,63.56,Bronze
15448,313,1,494.64,1,1,3,113,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,494.64,202.62,Bronze
15449,26,3,974.52,4,3,4,434,Loyal Customers,3,🟢 Promising Mid-Tier,0.9995,2.16,324.84,4688.19,Gold
15450,30,1,429.84,4,1,2,412,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,429.84,176.07,Bronze
15452,30,3,538.73,4,3,3,433,Loyal Customers,1,🟢 Promising Mid-Tier,0.9995,2.16,179.58,2630.29,Silver
15453,2,7,1388.37,5,5,4,554,Champions,2,🏆 High Value Active,0.9999,5.66,198.34,7430.4,Gold
15454,362,1,179.1,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,179.1,73.36,Bronze
15456,283,3,447.22,1,3,2,132,Need Attention,0,❄️  Inactive / Lost,0.9934,2.15,149.07,2184.81,Silver
15457,262,1,237.07,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,237.07,97.11,Bronze
15458,25,1,161.64,4,1,1,411,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,161.64,66.21,Bronze
15460,354,1,216.76,1,1,1,111,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,216.76,88.79,Bronze
15462,94,3,234.6,2,3,1,231,Need Attention,0,❄️  Inactive / Lost,0.9993,2.16,78.2,1193.83,Silver
15463,29,1,126.14,4,1,1,411,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,126.14,51.67,Bronze
15464,338,1,1048.85,1,1,4,114,Can't Lose Them,0,❄️  Inactive / Lost,1.0,0.41,1048.85,429.64,Bronze
15465,20,18,7354.62,4,5,5,455,Champions,2,🏆 High Value Active,0.9999,15.3,408.59,40973.4,Platinum
15466,85,1,334.53,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,334.53,137.03,Bronze
15467,9,3,524.88,5,3,3,533,Loyal Customers,1,🟢 Promising Mid-Tier,0.9996,2.16,174.96,2565.04,Silver
15468,51,2,467.51,3,3,2,332,Potential Loyalists,1,🟢 Promising Mid-Tier,0.9984,1.28,233.76,2074.97,Silver
15469,50,2,538.55,3,3,3,333,Loyal Customers,1,🟢 Promising Mid-Tier,0.9984,1.28,269.27,2374.66,Silver
15471,2,1,469.48,5,1,2,512,New Customers,1,🟢 Promising Mid-Tier,1.0,0.41,469.48,192.31,Bronze
15472,113,1,371.56,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,371.56,152.2,Bronze
15473,14,7,1771.2,4,5,4,454,Champions,2,🏆 High Value Active,0.9999,5.66,253.03,9458.27,Gold
15475,77,1,454.11,2,1,2,212,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,454.11,186.02,Bronze
15478,40,2,1441.42,3,3,4,334,Loyal Customers,3,🟢 Promising Mid-Tier,0.9985,1.28,720.71,6183.72,Gold
15480,116,1,905.5,2,1,3,213,Need Attention,0,❄️  Inactive / Lost,1.0,0.41,905.5,370.92,Bronze
15482,16,11,11014.96,4,5,5,455,Champions,2,🏆 High Value Active,0.9999,9.17,1001.36,60154.5,Platinum
15483,161,4,233.81,2,4,1,241,Need Attention,0,❄️  Inactive / Lost,0.9987,3.03,58.45,1242.51,Silver
15484,1,4,3594.31,5,4,5,545,Champions,2,🏆 High Value Active,0.9998,3.04,898.58,17958.81,Platinum
15485,30,3,2575.0,4,3,5,435,Loyal Customers,3,🟢 Promising Mid-Tier,0.9995,2.16,858.33,12245.79,Platinum
15488,93,1,91.32,2,1,1,211,Hibernating,0,❄️  Inactive / Lost,1.0,0.41,91.32,37.41,Bronze
15489,23,3,1134.28,4,3,4,434,Loyal Customers,3,🟢 Promising Mid-Tier,0.9995,2.16,378.09,5442.66,Gold
